AFFYMETRIX_3PRIME_IVT_ID	Name	Species	name_abbr
11730345_at	chromosome 6 open reading frame 58(C6orf58)	Homo sapiens	C6orf58
11729224_s_at	zinc finger protein 598, E3 ubiquitin ligase(ZNF598)	Homo sapiens	ZNF598
11728524_a_at	SPOC domain containing 1(SPOCD1)	Homo sapiens	SPOCD1
11719125_a_at	BRCA1 associated ATM activator 1(BRAT1)	Homo sapiens	BRAT1
11744633_a_at	BRCA1 associated ATM activator 1(BRAT1)	Homo sapiens	BRAT1
11741258_at	AGBL carboxypeptidase 1(AGBL1)	Homo sapiens	AGBL1
11750236_a_at	AGBL carboxypeptidase 1(AGBL1)	Homo sapiens	AGBL1
11728659_a_at	Jupiter microtubule associated homolog 2(JPT2)	Homo sapiens	JPT2
11756690_x_at	Jupiter microtubule associated homolog 2(JPT2)	Homo sapiens	JPT2
11728660_at	Jupiter microtubule associated homolog 2(JPT2)	Homo sapiens	JPT2
11745225_a_at	Jupiter microtubule associated homolog 2(JPT2)	Homo sapiens	JPT2
11756689_a_at	Jupiter microtubule associated homolog 2(JPT2)	Homo sapiens	JPT2
11735261_a_at	sidekick cell adhesion molecule 1(SDK1)	Homo sapiens	SDK1
11725246_a_at	sidekick cell adhesion molecule 1(SDK1)	Homo sapiens	SDK1
11725245_a_at	sidekick cell adhesion molecule 1(SDK1)	Homo sapiens	SDK1
11743858_at	interleukin 33(IL33)	Homo sapiens	IL33
11743859_x_at	interleukin 33(IL33)	Homo sapiens	IL33
11751426_a_at	interleukin 33(IL33)	Homo sapiens	IL33
11755340_a_at	splA/ryanodine receptor domain and SOCS box containing 3(SPSB3)	Homo sapiens	SPSB3
11716731_a_at	splA/ryanodine receptor domain and SOCS box containing 3(SPSB3)	Homo sapiens	SPSB3
11750057_a_at	splA/ryanodine receptor domain and SOCS box containing 3(SPSB3)	Homo sapiens	SPSB3
11722972_a_at	forkhead box K1(FOXK1)	Homo sapiens	FOXK1
11722973_s_at	forkhead box K1(FOXK1)	Homo sapiens	FOXK1
11757863_x_at	distal membrane arm assembly component 1(DMAC1)	Homo sapiens	DMAC1
11716890_a_at	distal membrane arm assembly component 1(DMAC1)	Homo sapiens	DMAC1
11758682_s_at	distal membrane arm assembly component 1(DMAC1)	Homo sapiens	DMAC1
11716889_at	distal membrane arm assembly component 1(DMAC1)	Homo sapiens	DMAC1
11716891_at	distal membrane arm assembly component 1(DMAC1)	Homo sapiens	DMAC1
11736380_s_at	zinc finger protein 697(ZNF697)	Homo sapiens	ZNF697
11736381_x_at	zinc finger protein 697(ZNF697)	Homo sapiens	ZNF697
11736382_at	zinc finger protein 697(ZNF697)	Homo sapiens	ZNF697
11762794_at	diacylglycerol lipase beta(DAGLB)	Homo sapiens	DAGLB
11720933_s_at	diacylglycerol lipase beta(DAGLB)	Homo sapiens	DAGLB
11741500_a_at	diacylglycerol lipase beta(DAGLB)	Homo sapiens	DAGLB
11720934_a_at	diacylglycerol lipase beta(DAGLB)	Homo sapiens	DAGLB
11753423_a_at	XG pseudogene, Y-linked 2(XGY2)	Homo sapiens	XGY2
11731986_a_at	XG pseudogene, Y-linked 2(XGY2)	Homo sapiens	XGY2
11758467_s_at	CCZ1 homolog B, vacuolar protein trafficking and biogenesis associated(CCZ1B)	Homo sapiens	CCZ1B
11744117_at	thrombospondin type 1 domain containing 7A(THSD7A)	Homo sapiens	THSD7A
11745489_s_at	golgin A8 family member F(GOLGA8F)	Homo sapiens	GOLGA8F
11735612_s_at	golgin A8 family member F(GOLGA8F)	Homo sapiens	GOLGA8F
11745490_s_at	golgin A8 family member F(GOLGA8F)	Homo sapiens	GOLGA8F
11745491_s_at	golgin A8 family member F(GOLGA8F)	Homo sapiens	GOLGA8F
11757398_x_at	non-coding RNA activated by DNA damage(NORAD)	Homo sapiens	NORAD
11729074_a_at	hydroxylysine kinase(HYKK)	Homo sapiens	HYKK
11740607_at	hydroxylysine kinase(HYKK)	Homo sapiens	HYKK
11760083_at	hydroxylysine kinase(HYKK)	Homo sapiens	HYKK
11740606_a_at	hydroxylysine kinase(HYKK)	Homo sapiens	HYKK
11758115_s_at	polypyrimidine tract binding protein 2(PTBP2)	Homo sapiens	PTBP2
11722804_x_at	polypyrimidine tract binding protein 2(PTBP2)	Homo sapiens	PTBP2
11754906_a_at	polypyrimidine tract binding protein 2(PTBP2)	Homo sapiens	PTBP2
11728529_at	neuroglobin(NGB)	Homo sapiens	NGB
11731298_at	neuronal differentiation 4(NEUROD4)	Homo sapiens	NEUROD4
11738921_at	nuclear factor, erythroid 4(NFE4)	Homo sapiens	NFE4
11726971_a_at	tripartite motif containing 41(TRIM41)	Homo sapiens	TRIM41
11749622_x_at	tripartite motif containing 41(TRIM41)	Homo sapiens	TRIM41
11749621_a_at	tripartite motif containing 41(TRIM41)	Homo sapiens	TRIM41
11756426_x_at	tripartite motif containing 41(TRIM41)	Homo sapiens	TRIM41
11745630_a_at	lysozyme g2(LYG2)	Homo sapiens	LYG2
11724744_at	vexin(VXN)	Homo sapiens	VXN
11724745_a_at	vexin(VXN)	Homo sapiens	VXN
11751381_a_at	vexin(VXN)	Homo sapiens	VXN
11760524_at	V-set and transmembrane domain containing 2A(VSTM2A)	Homo sapiens	VSTM2A
11741260_a_at	V-set and transmembrane domain containing 2A(VSTM2A)	Homo sapiens	VSTM2A
11742337_at	olfactory receptor family 6 subfamily C member 74(OR6C74)	Homo sapiens	OR6C74
11742610_at	olfactory receptor family 6 subfamily C member 3(OR6C3)	Homo sapiens	OR6C3
11740148_x_at	zinc finger protein 429(ZNF429)	Homo sapiens	ZNF429
11750315_x_at	zinc finger protein 429(ZNF429)	Homo sapiens	ZNF429
11737483_at	retinoic acid early transcript 1G(RAET1G)	Homo sapiens	RAET1G
11762915_at	endothelial cell adhesion molecule(ESAM)	Homo sapiens	ESAM
11755166_a_at	endothelial cell adhesion molecule(ESAM)	Homo sapiens	ESAM
11743620_x_at	WASP homolog associated with actin, golgi membranes and microtubules(WHAMM)	Homo sapiens	WHAMM
11737243_a_at	fibronectin type III and SPRY domain containing 2(FSD2)	Homo sapiens	FSD2
11760587_x_at	DExH-box helicase 57(DHX57)	Homo sapiens	DHX57
11726488_a_at	DExH-box helicase 57(DHX57)	Homo sapiens	DHX57
11760586_at	DExH-box helicase 57(DHX57)	Homo sapiens	DHX57
11745039_a_at	aarF domain containing kinase 2(ADCK2)	Homo sapiens	ADCK2
11718906_a_at	aarF domain containing kinase 2(ADCK2)	Homo sapiens	ADCK2
11718907_x_at	aarF domain containing kinase 2(ADCK2)	Homo sapiens	ADCK2
11727601_a_at	WAP four-disulfide core domain 1(WFDC1)	Homo sapiens	WFDC1
11719300_at	CTD small phosphatase 1(CTDSP1)	Homo sapiens	CTDSP1
11719299_s_at	CTD small phosphatase 1(CTDSP1)	Homo sapiens	CTDSP1
11756645_x_at	C-X-C motif chemokine ligand 16(CXCL16)	Homo sapiens	CXCL16
11739280_a_at	C-X-C motif chemokine ligand 16(CXCL16)	Homo sapiens	CXCL16
11728367_a_at	PTGES3L-AARSD1 readthrough(PTGES3L-AARSD1)	Homo sapiens	PTGES3L-AARSD1
11746738_x_at	Rab interacting lysosomal protein like 1(RILPL1)	Homo sapiens	RILPL1
11755904_a_at	Rab interacting lysosomal protein like 1(RILPL1)	Homo sapiens	RILPL1
11740534_x_at	prostaglandin E synthase 3 like(PTGES3L)	Homo sapiens	PTGES3L
11740535_a_at	prostaglandin E synthase 3 like(PTGES3L)	Homo sapiens	PTGES3L
11756974_a_at	phospholipase A2 group IVE(PLA2G4E)	Homo sapiens	PLA2G4E
11734471_at	late cornified envelope 1C(LCE1C)	Homo sapiens	LCE1C
11761378_at	N-acetylated alpha-linked acidic dipeptidase like 2(NAALADL2)	Homo sapiens	NAALADL2
11734146_at	N-acetylated alpha-linked acidic dipeptidase like 2(NAALADL2)	Homo sapiens	NAALADL2
11737945_x_at	late cornified envelope 1B(LCE1B)	Homo sapiens	LCE1B
11723888_at	zinc finger protein 251(ZNF251)	Homo sapiens	ZNF251
11735685_at	late cornified envelope 1E(LCE1E)	Homo sapiens	LCE1E
11715241_s_at	late cornified envelope 1D(LCE1D)	Homo sapiens	LCE1D
11715244_x_at	late cornified envelope 1A(LCE1A)	Homo sapiens	LCE1A
11759468_x_at	late cornified envelope 1A(LCE1A)	Homo sapiens	LCE1A
11724597_a_at	kinesin family member C2(KIFC2)	Homo sapiens	KIFC2
11757936_s_at	glycine cleavage system protein H pseudogene 3(GCSHP3)	Homo sapiens	GCSHP3
11749509_a_at	cAMP responsive element binding protein 3 like 1(CREB3L1)	Homo sapiens	CREB3L1
11720678_a_at	cAMP responsive element binding protein 3 like 1(CREB3L1)	Homo sapiens	CREB3L1
11737574_x_at	late cornified envelope 2D(LCE2D)	Homo sapiens	LCE2D
11737573_at	late cornified envelope 2D(LCE2D)	Homo sapiens	LCE2D
11741922_at	late cornified envelope 2C(LCE2C)	Homo sapiens	LCE2C
11742675_x_at	late cornified envelope 3B(LCE3B)	Homo sapiens	LCE3B
11742674_at	late cornified envelope 3B(LCE3B)	Homo sapiens	LCE3B
11742181_x_at	late cornified envelope 3A(LCE3A)	Homo sapiens	LCE3A
11742180_at	late cornified envelope 3A(LCE3A)	Homo sapiens	LCE3A
11759471_x_at	late cornified envelope 1F(LCE1F)	Homo sapiens	LCE1F
11759470_at	late cornified envelope 1F(LCE1F)	Homo sapiens	LCE1F
11715243_x_at	late cornified envelope 1F(LCE1F)	Homo sapiens	LCE1F
11741599_at	late cornified envelope 2A(LCE2A)	Homo sapiens	LCE2A
11724495_a_at	transmembrane p24 trafficking protein 4(TMED4)	Homo sapiens	TMED4
11758905_x_at	transmembrane p24 trafficking protein 4(TMED4)	Homo sapiens	TMED4
11751519_a_at	transmembrane p24 trafficking protein 4(TMED4)	Homo sapiens	TMED4
11759738_at	transmembrane p24 trafficking protein 4(TMED4)	Homo sapiens	TMED4
11745550_s_at	TBC1 domain family member 26(TBC1D26)	Homo sapiens	TBC1D26
11760793_x_at	TBC1 domain family member 26(TBC1D26)	Homo sapiens	TBC1D26
11730695_a_at	TBC1 domain family member 26(TBC1D26)	Homo sapiens	TBC1D26
11730696_at	TBC1 domain family member 26(TBC1D26)	Homo sapiens	TBC1D26
11742174_x_at	late cornified envelope 3E(LCE3E)	Homo sapiens	LCE3E
11738603_x_at	late cornified envelope 3C(LCE3C)	Homo sapiens	LCE3C
11754491_a_at	chromosome 16 open reading frame 46(C16orf46)	Homo sapiens	C16orf46
11740567_a_at	chromosome 16 open reading frame 46(C16orf46)	Homo sapiens	C16orf46
11733194_s_at	formin like 3(FMNL3)	Homo sapiens	FMNL3
11733195_a_at	formin like 3(FMNL3)	Homo sapiens	FMNL3
11747619_a_at	ceramide synthase 5(CERS5)	Homo sapiens	CERS5
11730218_s_at	ceramide synthase 5(CERS5)	Homo sapiens	CERS5
11730217_a_at	ceramide synthase 5(CERS5)	Homo sapiens	CERS5
11738923_at	taste 2 receptor member 42(TAS2R42)	Homo sapiens	TAS2R42
11742373_s_at	keratin associated protein 4-7(KRTAP4-7)	Homo sapiens	KRTAP4-7
11724289_at	transmembrane protein 256(TMEM256)	Homo sapiens	TMEM256
11737541_at	zinc activated ion channel(ZACN)	Homo sapiens	ZACN
11754208_x_at	N-terminal asparagine amidase(NTAN1)	Homo sapiens	NTAN1
11742628_at	olfactory receptor family 2 subfamily T member 6(OR2T6)	Homo sapiens	OR2T6
11743623_x_at	dipeptidyl peptidase 9(DPP9)	Homo sapiens	DPP9
11726915_at	solute carrier organic anion transporter family member 4C1(SLCO4C1)	Homo sapiens	SLCO4C1
11726916_at	solute carrier organic anion transporter family member 4C1(SLCO4C1)	Homo sapiens	SLCO4C1
11717382_a_at	centrosomal protein 20(CEP20)	Homo sapiens	CEP20
11717380_x_at	centrosomal protein 20(CEP20)	Homo sapiens	CEP20
11717381_a_at	centrosomal protein 20(CEP20)	Homo sapiens	CEP20
11717383_at	centrosomal protein 20(CEP20)	Homo sapiens	CEP20
11725596_a_at	zinc finger DHHC-type palmitoyltransferase 23(ZDHHC23)	Homo sapiens	ZDHHC23
11735510_at	coiled-coil domain containing 149(CCDC149)	Homo sapiens	CCDC149
11745072_a_at	coiled-coil domain containing 149(CCDC149)	Homo sapiens	CCDC149
11758016_s_at	coiled-coil domain containing 34(CCDC34)	Homo sapiens	CCDC34
11736167_a_at	coiled-coil domain containing 34(CCDC34)	Homo sapiens	CCDC34
11736168_at	coiled-coil domain containing 34(CCDC34)	Homo sapiens	CCDC34
11731001_at	adaptor related protein complex 5 subunit beta 1(AP5B1)	Homo sapiens	AP5B1
11731000_at	adaptor related protein complex 5 subunit beta 1(AP5B1)	Homo sapiens	AP5B1
11745687_a_at	uncharacterized LOC254896(LOC254896)	Homo sapiens	LOC254896
11760084_x_at	uncharacterized LOC254896(LOC254896)	Homo sapiens	LOC254896
11764013_at	uncharacterized LOC105375218(LOC105375218)	Homo sapiens	LOC105375218
11737656_at	late cornified envelope 5A(LCE5A)	Homo sapiens	LCE5A
11750634_x_at	NBPF member 10(NBPF10)	Homo sapiens	NBPF10
11739549_s_at	NBPF member 10(NBPF10)	Homo sapiens	NBPF10
11746195_x_at	NBPF member 10(NBPF10)	Homo sapiens	NBPF10
11759459_x_at	NBPF member 10(NBPF10)	Homo sapiens	NBPF10
11757932_x_at	NBPF member 10(NBPF10)	Homo sapiens	NBPF10
11740652_x_at	NBPF member 10(NBPF10)	Homo sapiens	NBPF10
11740627_at	ankyrin repeat domain 30A(ANKRD30A)	Homo sapiens	ANKRD30A
11757088_s_at	family with sequence similarity 157 member B(FAM157B)	Homo sapiens	FAM157B
11738563_at	kidney associated DCDC2 antisense RNA 1(KAAG1)	Homo sapiens	KAAG1
11763336_at	uncharacterized protein DKFZp586I1420(DKFZP586I1420)	Homo sapiens	DKFZP586I1420
11741173_at	peptidyl arginine deiminase 6(PADI6)	Homo sapiens	PADI6
11718603_a_at	maturin, neural progenitor differentiation regulator homolog(MTURN)	Homo sapiens	MTURN
11718602_a_at	maturin, neural progenitor differentiation regulator homolog(MTURN)	Homo sapiens	MTURN
11718604_a_at	maturin, neural progenitor differentiation regulator homolog(MTURN)	Homo sapiens	MTURN
11746021_a_at	maturin, neural progenitor differentiation regulator homolog(MTURN)	Homo sapiens	MTURN
11742338_s_at	keratin associated protein 4-9(KRTAP4-9)	Homo sapiens	KRTAP4-9
11757570_s_at	proline rich 15(PRR15)	Homo sapiens	PRR15
11737857_a_at	dynein axonemal assembly factor 1(DNAAF1)	Homo sapiens	DNAAF1
11721366_at	tripartite motif containing 47(TRIM47)	Homo sapiens	TRIM47
11721612_a_at	IPO11-LRRC70 readthrough(IPO11-LRRC70)	Homo sapiens	IPO11-LRRC70
11728977_a_at	serine/arginine repetitive matrix 3(SRRM3)	Homo sapiens	SRRM3
11730020_a_at	acyl-CoA synthetase medium chain family member 2A(ACSM2A)	Homo sapiens	ACSM2A
11760131_a_at	acyl-CoA synthetase medium chain family member 2A(ACSM2A)	Homo sapiens	ACSM2A
11730021_s_at	acyl-CoA synthetase medium chain family member 2A(ACSM2A)	Homo sapiens	ACSM2A
11745825_s_at	acyl-CoA synthetase medium chain family member 2A(ACSM2A)	Homo sapiens	ACSM2A
11746680_s_at	acyl-CoA synthetase medium chain family member 2A(ACSM2A)	Homo sapiens	ACSM2A
11760132_at	acyl-CoA synthetase medium chain family member 2A(ACSM2A)	Homo sapiens	ACSM2A
11754129_s_at	acyl-CoA synthetase medium chain family member 2A(ACSM2A)	Homo sapiens	ACSM2A
11738599_at	keratin associated protein 15-1(KRTAP15-1)	Homo sapiens	KRTAP15-1
11731805_at	defective in cullin neddylation 1 domain containing 3(DCUN1D3)	Homo sapiens	DCUN1D3
11731804_s_at	defective in cullin neddylation 1 domain containing 3(DCUN1D3)	Homo sapiens	DCUN1D3
11740948_s_at	REXO1 like 1, pseudogene(REXO1L1P)	Homo sapiens	REXO1L1P
11740947_at	REXO1 like 1, pseudogene(REXO1L1P)	Homo sapiens	REXO1L1P
11726535_a_at	MORN repeat containing 5(MORN5)	Homo sapiens	MORN5
11760824_at	MORN repeat containing 5(MORN5)	Homo sapiens	MORN5
11741571_a_at	zinc finger protein 682(ZNF682)	Homo sapiens	ZNF682
11740870_a_at	zinc finger protein 682(ZNF682)	Homo sapiens	ZNF682
11743833_at	round spermatid basic protein 1 like(RSBN1L)	Homo sapiens	RSBN1L
11743834_a_at	round spermatid basic protein 1 like(RSBN1L)	Homo sapiens	RSBN1L
11757712_a_at	L3MBTL histone methyl-lysine binding protein 4(L3MBTL4)	Homo sapiens	L3MBTL4
11760983_at	L3MBTL histone methyl-lysine binding protein 4(L3MBTL4)	Homo sapiens	L3MBTL4
11742391_at	olfactory receptor family 1 subfamily L member 4(OR1L4)	Homo sapiens	OR1L4
11742392_s_at	olfactory receptor family 1 subfamily L member 4(OR1L4)	Homo sapiens	OR1L4
11729879_at	zinc finger protein 445(ZNF445)	Homo sapiens	ZNF445
11729878_at	zinc finger protein 445(ZNF445)	Homo sapiens	ZNF445
11729881_a_at	zinc finger protein 445(ZNF445)	Homo sapiens	ZNF445
11729877_at	zinc finger protein 445(ZNF445)	Homo sapiens	ZNF445
11760059_at	zinc finger protein 445(ZNF445)	Homo sapiens	ZNF445
11729880_x_at	zinc finger protein 445(ZNF445)	Homo sapiens	ZNF445
11758379_s_at	solute carrier family 25 member 46(SLC25A46)	Homo sapiens	SLC25A46
11747286_a_at	solute carrier family 25 member 46(SLC25A46)	Homo sapiens	SLC25A46
11734312_at	neuritin 1 like(NRN1L)	Homo sapiens	NRN1L
11731548_a_at	transmembrane protein 67(TMEM67)	Homo sapiens	TMEM67
11763770_x_at	transmembrane protein 67(TMEM67)	Homo sapiens	TMEM67
11763803_a_at	transmembrane protein 67(TMEM67)	Homo sapiens	TMEM67
11763744_at	transmembrane protein 67(TMEM67)	Homo sapiens	TMEM67
11748258_a_at	transmembrane protein 67(TMEM67)	Homo sapiens	TMEM67
11731549_x_at	transmembrane protein 67(TMEM67)	Homo sapiens	TMEM67
11731547_a_at	transmembrane protein 67(TMEM67)	Homo sapiens	TMEM67
11741802_a_at	endosome-lysosome associated apoptosis and autophagy regulator family member 2(ELAPOR2)	Homo sapiens	ELAPOR2
11738546_at	keratin 26(KRT26)	Homo sapiens	KRT26
11762483_at	tigger transposable element derived 7(TIGD7)	Homo sapiens	TIGD7
11730065_at	tigger transposable element derived 7(TIGD7)	Homo sapiens	TIGD7
11716015_a_at	CKLF like MARVEL transmembrane domain containing 3(CMTM3)	Homo sapiens	CMTM3
11753549_a_at	CKLF like MARVEL transmembrane domain containing 3(CMTM3)	Homo sapiens	CMTM3
11731280_x_at	immunoglobulin like and fibronectin type III domain containing 1(IGFN1)	Homo sapiens	IGFN1
11731279_a_at	immunoglobulin like and fibronectin type III domain containing 1(IGFN1)	Homo sapiens	IGFN1
11756640_a_at	leucine rich repeats and WD repeat domain containing 1(LRWD1)	Homo sapiens	LRWD1
11758177_x_at	leucine rich repeats and WD repeat domain containing 1(LRWD1)	Homo sapiens	LRWD1
11752064_a_at	regulator of G protein signaling like 1(RGSL1)	Homo sapiens	RGSL1
11732783_at	regulator of G protein signaling like 1(RGSL1)	Homo sapiens	RGSL1
11737032_x_at	F-box and leucine rich repeat protein 13(FBXL13)	Homo sapiens	FBXL13
11740804_a_at	F-box and leucine rich repeat protein 13(FBXL13)	Homo sapiens	FBXL13
11760856_at	family with sequence similarity 185 member A(FAM185A)	Homo sapiens	FAM185A
11741686_a_at	family with sequence similarity 185 member A(FAM185A)	Homo sapiens	FAM185A
11727701_a_at	family with sequence similarity 185 member A(FAM185A)	Homo sapiens	FAM185A
11752187_a_at	N-acyl phosphatidylethanolamine phospholipase D(NAPEPLD)	Homo sapiens	NAPEPLD
11740686_x_at	N-acyl phosphatidylethanolamine phospholipase D(NAPEPLD)	Homo sapiens	NAPEPLD
11746846_a_at	N-acyl phosphatidylethanolamine phospholipase D(NAPEPLD)	Homo sapiens	NAPEPLD
11740685_s_at	N-acyl phosphatidylethanolamine phospholipase D(NAPEPLD)	Homo sapiens	NAPEPLD
11754248_x_at	N-acyl phosphatidylethanolamine phospholipase D(NAPEPLD)	Homo sapiens	NAPEPLD
11746847_x_at	N-acyl phosphatidylethanolamine phospholipase D(NAPEPLD)	Homo sapiens	NAPEPLD
11735230_at	spermatogenesis associated 12(SPATA12)	Homo sapiens	SPATA12
11735231_at	spermatogenesis associated 12(SPATA12)	Homo sapiens	SPATA12
11721203_at	scavenger receptor class F member 2(SCARF2)	Homo sapiens	SCARF2
11731264_a_at	nucleoporin 210 like(NUP210L)	Homo sapiens	NUP210L
11759753_a_at	ataxin 7 like 1(ATXN7L1)	Homo sapiens	ATXN7L1
11740110_a_at	ataxin 7 like 1(ATXN7L1)	Homo sapiens	ATXN7L1
11741644_a_at	ataxin 7 like 1(ATXN7L1)	Homo sapiens	ATXN7L1
11741645_a_at	ataxin 7 like 1(ATXN7L1)	Homo sapiens	ATXN7L1
11753309_a_at	ataxin 7 like 1(ATXN7L1)	Homo sapiens	ATXN7L1
11741646_s_at	ataxin 7 like 1(ATXN7L1)	Homo sapiens	ATXN7L1
11742068_at	calcium homeostasis modulator 1(CALHM1)	Homo sapiens	CALHM1
11735924_s_at	keratin associated protein 12-2(KRTAP12-2)	Homo sapiens	KRTAP12-2
11742006_at	keratin associated protein 12-2(KRTAP12-2)	Homo sapiens	KRTAP12-2
11742007_x_at	keratin associated protein 12-2(KRTAP12-2)	Homo sapiens	KRTAP12-2
11760650_a_at	ankyrin repeat domain 37(ANKRD37)	Homo sapiens	ANKRD37
11721917_a_at	ankyrin repeat domain 37(ANKRD37)	Homo sapiens	ANKRD37
11742149_x_at	keratin associated protein 10-10(KRTAP10-10)	Homo sapiens	KRTAP10-10
11715253_s_at	keratin associated protein 10-10(KRTAP10-10)	Homo sapiens	KRTAP10-10
11742148_at	keratin associated protein 10-10(KRTAP10-10)	Homo sapiens	KRTAP10-10
11738043_a_at	MPV17 mitochondrial inner membrane protein like(MPV17L)	Homo sapiens	MPV17L
11735925_x_at	keratin associated protein 12-1(KRTAP12-1)	Homo sapiens	KRTAP12-1
11746999_a_at	cadherin related family member 3(CDHR3)	Homo sapiens	CDHR3
11724940_x_at	cadherin related family member 3(CDHR3)	Homo sapiens	CDHR3
11724939_at	cadherin related family member 3(CDHR3)	Homo sapiens	CDHR3
11750333_a_at	cadherin related family member 3(CDHR3)	Homo sapiens	CDHR3
11754415_a_at	transmembrane protein 86B(TMEM86B)	Homo sapiens	TMEM86B
11730514_at	chromosome 16 open reading frame 78(C16orf78)	Homo sapiens	C16orf78
11743221_at	G protein-coupled receptor 141(GPR141)	Homo sapiens	GPR141
11737920_a_at	zinc finger protein 233(ZNF233)	Homo sapiens	ZNF233
11734400_at	CACN subunit beta associated regulatory protein(CBARP)	Homo sapiens	CBARP
11761365_at	MIR181A1 host gene(MIR181A1HG)	Homo sapiens	MIR181A1HG
11734624_a_at	tachykinin precursor 4(TAC4)	Homo sapiens	TAC4
11718515_a_at	sulfide quinone oxidoreductase(SQOR)	Homo sapiens	SQOR
11746833_a_at	cancer susceptibility 2(CASC2)	Homo sapiens	CASC2
11736203_a_at	pleckstrin homology domain containing B1(PLEKHB1)	Homo sapiens	PLEKHB1
11717774_a_at	pleckstrin homology domain containing B1(PLEKHB1)	Homo sapiens	PLEKHB1
11756466_a_at	pleckstrin homology domain containing B1(PLEKHB1)	Homo sapiens	PLEKHB1
11740871_a_at	membrane spanning 4-domains A7(MS4A7)	Homo sapiens	MS4A7
11740873_x_at	membrane spanning 4-domains A7(MS4A7)	Homo sapiens	MS4A7
11756780_a_at	membrane spanning 4-domains A7(MS4A7)	Homo sapiens	MS4A7
11740872_a_at	membrane spanning 4-domains A7(MS4A7)	Homo sapiens	MS4A7
11716399_at	tumor protein p53 inducible nuclear protein 2(TP53INP2)	Homo sapiens	TP53INP2
11716400_at	tumor protein p53 inducible nuclear protein 2(TP53INP2)	Homo sapiens	TP53INP2
11717378_at	SRP receptor subunit beta(SRPRB)	Homo sapiens	SRPRB
11758775_at	SRP receptor subunit beta(SRPRB)	Homo sapiens	SRPRB
11717377_s_at	SRP receptor subunit beta(SRPRB)	Homo sapiens	SRPRB
11716817_a_at	enolase-phosphatase 1(ENOPH1)	Homo sapiens	ENOPH1
11716816_a_at	enolase-phosphatase 1(ENOPH1)	Homo sapiens	ENOPH1
11717417_s_at	ras homolog family member U(RHOU)	Homo sapiens	RHOU
11717416_a_at	ras homolog family member U(RHOU)	Homo sapiens	RHOU
11744842_at	long intergenic non-protein coding RNA 474(LINC00474)	Homo sapiens	LINC00474
11735505_a_at	NLR family CARD domain containing 4(NLRC4)	Homo sapiens	NLRC4
11735504_a_at	NLR family CARD domain containing 4(NLRC4)	Homo sapiens	NLRC4
11716431_x_at	solute carrier family 39 member 13(SLC39A13)	Homo sapiens	SLC39A13
11716430_a_at	solute carrier family 39 member 13(SLC39A13)	Homo sapiens	SLC39A13
11723304_a_at	trafficking protein particle complex subunit 1(TRAPPC1)	Homo sapiens	TRAPPC1
11718853_a_at	zinc finger BED-type containing 5(ZBED5)	Homo sapiens	ZBED5
11723280_at	CREB/ATF bZIP transcription factor(CREBZF)	Homo sapiens	CREBZF
11723281_s_at	CREB/ATF bZIP transcription factor(CREBZF)	Homo sapiens	CREBZF
11723279_s_at	CREB/ATF bZIP transcription factor(CREBZF)	Homo sapiens	CREBZF
11723277_s_at	CREB/ATF bZIP transcription factor(CREBZF)	Homo sapiens	CREBZF
11723278_at	CREB/ATF bZIP transcription factor(CREBZF)	Homo sapiens	CREBZF
11723276_x_at	CREB/ATF bZIP transcription factor(CREBZF)	Homo sapiens	CREBZF
11734778_a_at	phosphatidylcholine transfer protein(PCTP)	Homo sapiens	PCTP
11734777_a_at	phosphatidylcholine transfer protein(PCTP)	Homo sapiens	PCTP
11752456_a_at	abhydrolase domain containing 17C, depalmitoylase(ABHD17C)	Homo sapiens	ABHD17C
11758217_s_at	abhydrolase domain containing 17C, depalmitoylase(ABHD17C)	Homo sapiens	ABHD17C
11726050_a_at	abhydrolase domain containing 17C, depalmitoylase(ABHD17C)	Homo sapiens	ABHD17C
11718279_at	regulation of nuclear pre-mRNA domain containing 1B(RPRD1B)	Homo sapiens	RPRD1B
11747127_a_at	regulation of nuclear pre-mRNA domain containing 1B(RPRD1B)	Homo sapiens	RPRD1B
11760770_at	regulation of nuclear pre-mRNA domain containing 1B(RPRD1B)	Homo sapiens	RPRD1B
11733224_at	zinc finger protein 71(ZNF71)	Homo sapiens	ZNF71
11733223_at	zinc finger protein 71(ZNF71)	Homo sapiens	ZNF71
11732627_at	nuclear envelope integral membrane protein 2(NEMP2)	Homo sapiens	NEMP2
11732626_at	nuclear envelope integral membrane protein 2(NEMP2)	Homo sapiens	NEMP2
11727276_at	zinc finger protein 77(ZNF77)	Homo sapiens	ZNF77
11743819_a_at	INTS3 and NABP interacting protein(INIP)	Homo sapiens	INIP
11729012_at	cilia and flagella associated protein 65(CFAP65)	Homo sapiens	CFAP65
11761494_a_at	cilia and flagella associated protein 65(CFAP65)	Homo sapiens	CFAP65
11737702_at	cilia and flagella associated protein 65(CFAP65)	Homo sapiens	CFAP65
11763291_a_at	cilia and flagella associated protein 65(CFAP65)	Homo sapiens	CFAP65
11760419_at	junctional adhesion molecule 2(JAM2)	Homo sapiens	JAM2
11746455_a_at	junctional adhesion molecule 2(JAM2)	Homo sapiens	JAM2
11756294_a_at	junctional adhesion molecule 2(JAM2)	Homo sapiens	JAM2
11729007_s_at	ovo like zinc finger 2(OVOL2)	Homo sapiens	OVOL2
11729006_at	ovo like zinc finger 2(OVOL2)	Homo sapiens	OVOL2
